Age,Niveau de diplôme,Genre,Quartier,Salaire (€),Classe sociale,École des enfants,Dispose de femme de ménage,Prix au mètre carré de l'habitation (€/m2),Casier judiciaire,Niveau social des parents,Va souvent au cinéma,Score
69,4,1,1,4964,1,1,1,1464,0,1,0,0.04999999999999982
36,1,1,0,2551,2,0,0,1557,0,0,2,-0.25
41,4,1,0,8318,0,0,0,1261,0,0,0,0.25
77,2,0,1,6720,2,1,0,1271,1,0,2,3.25
41,2,1,2,1903,1,1,0,3726,1,1,1,3.15
74,1,0,1,2516,0,0,0,3202,1,0,2,2.9
39,0,1,2,5799,0,1,1,3469,0,0,0,1.0499999999999998
35,4,1,2,2856,0,1,0,2139,1,0,1,3.15
33,1,0,1,2183,0,0,0,1862,1,1,2,2.75
51,4,1,1,4768,2,1,1,2663,1,2,0,2.6999999999999997
70,2,1,1,4936,1,1,0,1242,0,2,2,0.3999999999999999
73,4,1,2,9606,0,1,0,1466,1,2,1,3.5
39,3,0,0,3315,1,1,0,4517,1,1,2,2.9
49,3,1,1,8150,0,0,0,1463,0,1,1,0.75
39,2,1,1,7034,0,0,1,3282,1,0,2,4.05
87,1,0,2,3329,0,0,0,2948,1,1,1,3.3
22,3,0,1,3131,1,0,1,2711,0,1,0,0.6999999999999997
90,1,1,2,9494,2,0,1,4200,1,1,1,4.15
23,4,0,0,3176,0,1,1,2570,0,0,1,-0.30000000000000027
42,2,1,1,2939,2,0,1,1413,0,0,0,0.3999999999999999
57,1,0,0,7962,2,0,1,3032,0,2,2,0.5499999999999998
37,1,1,2,4051,1,1,0,4705,1,0,0,3.15
51,0,1,2,6802,0,1,1,2516,1,2,0,3.55
64,3,1,0,9189,2,0,1,4147,0,0,2,1.4
21,3,0,2,6683,0,0,0,2230,1,0,2,4.65
83,2,1,1,2443,2,1,1,2009,1,1,1,2.55
77,2,1,2,3966,1,0,0,4413,1,0,2,4.65
57,0,0,0,8666,2,0,0,2670,1,0,1,2.65
24,1,1,2,4648,0,1,0,1512,1,1,1,2.65
74,4,0,1,8783,2,0,0,3767,0,0,1,0.8999999999999999
66,1,1,2,3658,1,0,0,4995,0,0,2,1.65
33,1,0,0,1933,0,1,0,1820,0,2,1,-1.25
57,4,0,0,7378,0,1,1,3415,0,2,1,0.04999999999999982
22,0,0,1,2829,0,0,1,4762,1,1,0,3.15
19,0,1,1,5831,0,1,0,2616,1,2,0,2.65
66,3,0,1,6668,1,1,0,4462,0,0,1,0.75
36,1,0,0,3622,0,0,0,3757,1,2,2,2.55
53,0,1,1,1884,2,1,0,4509,1,1,1,2.5
61,0,0,2,1885,1,1,1,3304,0,2,0,0.5499999999999998
18,4,0,1,9616,0,1,1,2830,1,0,2,3.55
29,4,1,1,5589,1,0,0,1729,1,2,2,3.75
36,0,0,2,5811,0,1,1,4869,1,2,0,3.9
63,3,0,0,5114,0,0,0,1746,0,1,2,0.75
18,0,0,2,9272,1,0,1,4454,1,1,2,4.9
80,4,0,0,3975,1,0,0,2158,0,1,0,0.04999999999999982
66,2,1,1,5762,1,1,1,3459,0,2,1,0.5499999999999998
66,0,0,1,8331,2,1,0,4749,0,2,0,0.5
54,3,1,1,1936,1,1,1,2669,1,0,1,2.55
79,2,0,1,7307,1,0,0,4784,1,0,0,3.75
55,1,1,1,2228,1,1,0,2907,0,0,2,-0.10000000000000009
73,3,1,2,3187,2,1,0,3219,1,0,0,3.3
62,4,1,1,7867,0,0,1,1530,1,0,0,3.4
21,4,1,0,8112,2,1,0,4650,0,2,1,0.25
28,1,0,1,9496,0,0,1,3400,1,1,0,3.05
63,2,1,0,6189,0,1,1,3970,1,0,1,2.55
40,3,1,1,8183,0,0,1,3362,1,1,0,3.55
74,0,0,1,8767,2,0,1,2330,0,2,2,1.2999999999999998
61,3,0,0,7780,0,1,0,2799,0,2,1,-0.10000000000000009
85,4,0,2,2108,0,1,1,1556,1,2,2,3.65
59,1,1,1,1371,2,0,0,2244,1,2,0,2.4
53,0,1,0,9964,1,1,0,1473,0,2,1,-0.5
44,2,0,2,6415,2,1,1,2922,0,0,2,1.7999999999999998
72,1,0,2,4994,2,0,1,1790,1,1,0,3.3
41,4,0,1,5492,2,0,0,4197,0,2,0,1.25
71,1,0,1,5977,2,1,0,4727,1,2,1,2.75
59,4,1,0,9758,2,0,0,1568,0,2,0,0.25
37,0,1,1,5630,2,1,0,3363,0,1,0,0.1499999999999999
19,1,0,1,3424,0,0,0,1935,0,0,2,0.3999999999999999
64,3,0,0,3089,0,0,1,1889,1,0,1,2.55
85,0,1,1,4022,1,0,1,3355,1,0,1,2.9499999999999997
43,1,0,1,7511,1,0,0,4734,0,1,2,1.25
40,2,1,1,1145,1,1,1,1962,1,1,1,2.4
75,1,1,1,1661,2,1,0,1092,1,1,2,2.25
19,0,1,2,7386,0,0,1,3096,0,2,0,1.5499999999999998
76,0,0,1,4585,1,0,0,1233,0,1,0,0.1499999999999999
25,0,1,0,1811,0,1,0,2635,0,1,0,-0.8500000000000001
33,0,0,0,2244,0,0,0,4188,1,0,1,2.5
25,4,0,1,9951,1,0,1,4077,0,2,0,1.4
87,2,0,1,2950,0,0,0,4026,0,2,1,0.75
47,1,1,1,3430,1,0,0,4689,1,1,0,2.9
46,4,1,1,8529,0,1,0,1374,0,2,0,0.25
47,1,1,2,1732,2,0,1,3112,1,0,2,3.8
69,1,1,1,9277,2,1,0,3235,0,2,1,-0.10000000000000009
57,3,0,0,8301,1,0,0,1553,0,0,0,0.25
38,2,1,0,3639,2,0,1,1192,1,2,0,2.55
31,4,1,2,4490,1,0,1,4922,1,2,1,4.3
74,3,0,2,5983,1,1,0,3657,0,1,1,1.15
84,4,1,2,5622,1,1,1,2545,1,1,2,4.3
56,4,1,1,9211,2,1,0,1698,0,2,0,0.25
85,1,0,0,7605,0,0,0,4737,0,1,0,0.25
68,0,1,0,1229,2,0,0,1462,0,1,2,0.0
44,1,0,0,6786,1,1,1,2983,1,2,1,2.05
78,1,1,2,7132,0,1,1,3107,1,0,0,3.3
39,3,1,0,4893,0,1,1,2734,0,0,1,-0.30000000000000027
69,1,0,2,9879,1,0,1,4403,0,2,1,1.65
48,3,0,1,9932,0,0,0,4658,1,0,2,4.25
46,0,1,0,6264,0,1,1,1124,1,0,2,2.65
55,0,1,0,1031,1,0,1,2474,0,2,0,-0.20000000000000018
54,2,0,2,1486,2,0,1,3335,0,1,1,1.2999999999999998
77,4,1,1,5348,0,0,0,4112,0,0,2,1.75
51,4,0,1,7452,1,0,0,1498,1,2,2,3.75
62,1,0,2,1643,1,0,1,2017,1,0,2,3.8
33,3,0,0,4750,2,1,1,2899,0,1,2,0.19999999999999973
69,2,1,2,1200,2,1,1,1800,1,1,1,3.15
52,2,0,2,5789,2,1,1,3566,0,2,0,1.2999999999999998
72,2,1,1,8195,0,0,0,3524,0,0,1,0.8999999999999999
66,4,0,2,5646,2,0,1,4665,1,2,0,4.65
59,3,1,0,2786,0,0,1,2016,0,1,1,0.04999999999999982
30,0,0,1,7309,2,0,1,2227,1,2,1,3.3
26,2,1,1,4274,0,0,1,4091,0,1,0,1.0499999999999998
75,2,0,2,7559,1,0,1,4041,0,2,1,2.1500000000000004
32,1,1,2,8117,0,0,1,4487,1,1,2,4.65
36,3,0,1,7862,1,0,0,2771,0,2,1,0.8999999999999999
70,1,0,1,6107,0,0,1,2064,0,1,2,1.0499999999999998
45,2,0,0,3696,0,0,1,2546,0,1,2,0.6999999999999997
70,0,0,1,6981,1,1,1,3124,1,1,2,3.3
38,1,0,1,1351,2,0,0,2393,0,1,0,-0.10000000000000009
38,1,0,2,7087,0,1,1,2165,0,0,1,0.7999999999999998
90,4,1,2,1483,2,0,0,4195,1,1,1,4.0
71,1,1,0,4931,0,0,1,1213,0,1,0,-0.4500000000000002
28,2,1,2,8590,1,1,1,2347,0,0,2,1.7999999999999998
59,3,0,1,3064,2,1,1,4414,0,2,2,1.0499999999999998
72,4,0,0,1792,0,0,0,4541,1,0,1,2.75
58,3,0,1,7838,2,0,1,2790,0,2,1,1.0499999999999998
47,0,0,2,2302,2,0,0,3188,1,2,0,3.4
77,4,0,0,1670,0,1,1,1511,0,2,0,-0.6000000000000001
48,2,0,1,5314,1,1,0,1821,1,2,2,3.25
59,4,1,2,2101,2,0,0,3509,0,0,0,1.15
62,0,1,2,5200,1,1,1,4237,0,1,1,1.4
39,4,0,0,9274,1,0,0,2123,1,2,0,2.9
89,4,1,2,2430,0,0,0,2035,1,1,2,4.15
20,3,1,1,8179,0,1,0,1844,1,1,0,2.75
83,3,1,1,2495,1,0,1,1518,0,2,2,0.8999999999999999
37,1,0,0,1407,2,0,1,1174,0,1,1,-0.6000000000000001
20,2,1,1,6164,1,0,1,4426,1,1,1,3.9
43,2,1,1,6189,0,0,1,2388,1,0,1,3.55
84,0,0,1,4488,1,1,0,1284,1,1,0,2.15
52,0,0,0,5084,1,1,1,2766,1,0,1,2.3
80,3,1,2,4573,2,0,1,4794,1,2,0,4.3
67,4,1,0,6021,2,0,1,2616,1,1,2,3.55
37,4,0,2,1307,2,0,0,2064,0,0,1,1.15
30,2,1,2,5565,1,0,1,1138,0,2,1,1.65
56,0,1,2,2477,2,0,0,1392,0,0,1,0.75
39,0,0,0,8468,0,1,0,4967,1,1,0,2.5
82,2,1,2,6487,2,1,1,3442,0,1,0,1.2999999999999998
31,2,1,0,7052,1,1,1,4636,1,0,0,2.9
73,2,0,2,1008,1,0,1,3948,0,1,2,1.7999999999999998
58,2,1,1,7686,0,0,0,1565,0,2,0,0.75
62,3,1,2,6423,1,1,0,2220,0,0,2,1.65
34,2,1,1,6761,1,0,1,1418,0,1,2,1.4
84,4,1,0,9409,2,1,1,3473,0,2,1,0.04999999999999982
90,1,0,2,4936,0,0,0,2406,0,1,0,0.7999999999999998
21,2,0,2,2898,0,1,0,2777,1,2,2,3.65
27,2,1,1,4618,1,0,0,3454,0,2,0,0.5499999999999998
64,3,0,2,2989,0,1,0,4555,1,1,1,3.5
48,1,0,2,5716,0,1,0,2918,1,2,2,3.65
40,2,0,1,8112,0,1,1,2416,1,1,0,3.05
71,4,0,0,8181,1,0,1,1082,0,2,0,0.3999999999999999
73,2,1,0,8995,0,1,0,4903,1,2,1,2.75
53,0,1,0,5497,2,1,0,3699,1,0,2,2.65
47,2,1,0,9869,2,1,1,4459,1,2,0,2.9
76,2,0,2,1185,1,0,1,3634,0,2,0,1.2999999999999998
55,4,0,0,2306,0,0,0,3920,1,0,2,2.9
20,3,0,2,1032,0,0,0,1861,1,0,2,4.0
84,3,1,1,3841,2,1,0,1166,0,2,1,-0.10000000000000009
26,4,0,0,5375,2,1,1,3296,1,2,2,3.05
53,2,1,0,7052,1,1,0,2997,1,0,0,2.4
78,2,0,1,5066,1,1,1,1047,1,1,1,2.9
90,2,1,0,7478,2,0,1,1358,0,2,2,0.8999999999999999
48,4,1,1,9115,0,1,0,4453,1,0,0,3.25
76,3,0,2,1533,0,0,1,3597,0,0,0,1.2999999999999998
85,3,1,0,3666,0,0,0,4502,0,0,0,0.3999999999999999
52,0,0,2,4362,1,0,1,3404,1,0,1,3.6999999999999997
31,3,0,0,7185,1,1,1,2145,0,0,1,0.04999999999999982
66,3,0,2,8714,0,1,1,1759,1,0,1,3.65
45,3,1,1,5814,2,1,1,4061,1,2,0,3.4
51,4,0,1,1194,2,0,1,3655,1,2,0,3.05
47,3,0,1,2388,0,1,0,2673,1,1,2,2.9
30,3,0,1,3521,2,0,1,1282,1,2,0,3.05
79,1,1,0,7454,1,1,0,4306,0,1,1,-0.25
67,0,1,1,1425,1,1,1,2057,0,2,0,-0.20000000000000018
41,1,0,0,1733,1,0,0,3477,0,1,2,-0.10000000000000009
76,2,1,2,1959,1,0,0,3937,0,0,1,1.15
33,1,1,0,2171,0,1,1,4658,1,2,0,1.9
87,3,0,2,7234,2,1,0,4987,1,0,1,4.0
24,1,1,0,4405,2,1,0,3480,0,1,1,-0.95
40,0,0,2,7285,1,1,1,2996,0,0,0,1.0499999999999998
55,4,0,2,5402,1,0,0,3390,1,2,2,4.65
30,0,1,0,5183,1,0,1,4283,1,1,0,3.15
39,0,1,1,3980,1,1,1,3702,1,0,0,2.4499999999999997
23,1,0,1,9240,0,1,0,2766,1,0,1,2.4
19,0,0,2,7708,1,1,1,3368,0,1,1,1.0499999999999998
62,1,0,2,7603,2,0,0,1469,1,2,1,3.5
28,3,1,0,2651,0,0,1,4034,0,1,0,0.3999999999999999
78,3,1,0,2897,0,1,1,3671,1,0,0,2.05
47,2,0,1,8623,2,1,1,3391,1,0,1,3.05
86,1,1,1,5867,0,1,0,1832,0,0,1,-0.25
77,1,0,1,3029,0,0,1,2141,0,1,2,0.6999999999999997
22,1,0,2,6842,2,1,1,2236,1,0,2,3.8
76,4,0,2,2604,1,1,0,4517,0,1,2,1.5
62,3,1,1,9313,2,1,1,3367,1,0,2,3.55
71,0,1,1,9891,2,0,1,4201,1,0,1,3.65
27,2,0,0,1309,0,1,0,2794,1,0,2,2.4
43,3,1,0,8020,1,1,0,1915,0,0,2,0.25
46,4,0,0,8319,2,1,1,4295,1,0,2,3.4
85,2,0,1,6837,1,0,0,4726,1,2,2,4.25
51,2,1,2,9982,2,0,1,3270,1,1,1,4.3
61,1,1,1,6474,0,1,1,1420,1,2,0,2.4
52,2,1,2,5954,0,0,0,1176,1,2,0,4.0
56,3,0,1,6698,1,0,0,2762,0,0,0,0.8999999999999999
85,2,1,2,5863,0,1,1,1182,1,2,0,3.65
72,1,1,0,6661,2,0,1,2060,1,0,0,2.55
31,2,1,2,9971,0,0,0,2514,1,1,1,4.15
86,3,1,2,8495,1,1,0,3894,1,1,0,3.65
85,2,0,0,1284,0,0,0,1565,0,2,0,-0.25
73,0,1,2,1810,1,1,1,3378,1,0,0,3.05
22,2,1,1,7965,2,0,1,2914,1,1,2,4.05
49,4,0,2,7355,0,1,1,3365,1,2,2,4.3
42,4,0,1,8139,2,0,0,2006,0,2,0,0.8999999999999999
25,4,1,0,9214,1,1,1,3281,0,1,2,0.5499999999999998
66,3,0,1,5934,1,0,0,2464,1,2,0,3.4
67,0,1,2,2610,0,0,0,4448,1,0,1,3.75
63,0,1,0,8932,1,1,0,1916,1,1,0,2.0
43,4,0,1,6259,0,1,1,4212,1,0,1,3.4
59,1,1,2,9161,0,0,0,4509,1,2,0,4.0
59,0,0,2,2918,0,0,1,3151,0,0,2,1.5499999999999998
82,4,1,1,3420,2,0,0,3704,0,2,1,0.5499999999999998
28,0,0,0,8294,1,0,1,4927,0,1,2,1.15
89,4,1,0,6100,2,0,0,2238,0,2,2,0.8999999999999999
32,3,1,2,9437,0,1,1,1834,0,1,0,1.15
48,0,0,1,8050,1,0,1,4809,0,1,2,1.65
46,4,0,2,1324,1,1,1,4407,0,2,2,1.65
19,4,1,0,5185,1,0,1,1428,0,2,0,0.3999999999999999
74,3,0,0,5919,1,0,0,4314,0,1,2,1.25
79,3,0,0,2808,1,0,0,2083,1,1,2,2.9
68,1,1,0,9275,1,1,1,4683,1,1,0,2.4
89,4,1,1,5384,1,0,1,3368,1,0,1,3.55
41,3,0,0,2086,1,1,1,1487,1,1,0,1.9
33,3,0,1,1770,1,0,0,2586,1,1,1,2.9
72,2,1,0,2059,1,0,1,3997,0,1,2,0.5499999999999998
20,1,0,0,8295,0,0,0,3753,1,2,0,2.4
60,0,0,2,4679,0,0,0,4842,1,1,2,4.4
44,0,1,2,4696,0,0,1,1662,0,0,2,1.5499999999999998
43,1,0,1,1130,2,1,0,3200,0,2,2,-0.10000000000000009
66,3,0,1,4743,1,1,0,3222,0,0,1,0.04999999999999982
72,2,1,1,4853,2,1,1,4392,1,1,2,3.55
49,3,1,0,1595,2,1,1,1025,1,1,1,1.9
64,3,1,1,7568,1,1,1,4127,1,0,1,3.4
68,4,0,0,9067,1,0,1,2113,1,1,0,3.05
35,4,1,1,6081,0,1,1,1563,1,0,0,2.9
88,4,0,2,8327,1,1,0,4699,0,2,0,1.5
48,0,1,2,9791,2,0,0,3758,1,0,1,3.9
23,2,1,0,9212,1,0,0,2229,1,1,1,2.9
52,4,1,1,2236,2,0,1,1453,1,2,1,2.9
68,4,0,1,4964,0,0,1,2646,1,1,0,3.1999999999999997
82,1,0,0,1225,2,0,1,4265,1,2,1,2.4
89,2,0,2,5082,0,0,1,2370,1,2,1,4.3
20,4,1,1,6930,2,0,0,4536,1,0,2,4.25
51,4,0,2,2840,1,1,1,1817,1,0,1,3.15
46,4,1,0,8437,0,0,0,2501,0,1,2,0.8999999999999999
24,1,1,2,7331,1,1,0,3991,1,0,0,3.15
60,3,1,2,2883,2,1,0,4967,0,1,2,1.5
18,1,1,0,3476,1,1,1,3204,1,2,0,1.7
84,3,0,1,7617,1,1,0,3977,0,1,1,0.3999999999999999
71,1,0,0,8554,0,0,0,3293,0,1,2,0.3999999999999999
76,0,0,1,2732,2,0,0,2173,0,0,1,0.1499999999999999
34,2,0,2,2823,0,0,0,3283,1,0,2,4.15
64,4,1,0,2778,1,0,1,3836,0,2,2,0.5499999999999998
84,0,1,0,3806,2,0,1,2386,0,1,2,0.44999999999999973
32,1,1,2,8035,0,0,1,3367,1,0,2,4.3
70,4,1,2,3114,0,1,0,1000,0,0,0,0.6499999999999999
34,3,1,1,8673,0,1,0,2660,1,2,1,2.9
78,3,0,2,3644,1,1,1,4003,0,0,2,1.7999999999999998
24,3,0,0,9860,1,1,1,1105,0,1,0,-0.10000000000000009
37,3,0,2,2402,1,1,0,4699,1,1,1,3.5
30,2,1,0,8317,2,1,0,4932,1,0,2,3.25
42,4,0,1,8825,2,0,1,3823,0,2,1,1.0499999999999998
29,3,1,0,1779,2,1,1,3887,1,1,2,2.55
52,2,1,1,4930,0,0,0,4844,1,2,2,3.9
23,0,0,1,7347,0,1,1,4221,0,2,0,0.6499999999999999
47,2,1,1,1388,1,1,1,2399,0,0,2,0.5499999999999998
90,1,1,1,3402,0,1,1,1539,0,0,0,-0.4500000000000002
74,1,1,1,2368,2,1,1,1638,1,1,0,1.9
23,4,0,0,6401,0,0,1,3635,0,1,0,0.5499999999999998
56,2,0,1,5310,2,0,1,3567,0,1,2,1.5499999999999998
78,0,1,2,2592,1,1,0,2134,1,0,0,2.9
80,2,0,0,3734,2,0,1,3235,0,0,2,0.6999999999999997
19,4,0,2,8571,0,1,1,3930,0,2,1,1.2999999999999998
64,4,0,2,4981,2,1,1,1670,0,1,2,1.2999999999999998
75,0,0,1,1004,1,0,1,4919,1,0,1,3.15
21,4,0,0,1602,2,0,0,1928,0,2,0,-0.25
30,2,0,2,4526,0,1,1,2953,0,0,1,0.9499999999999997
85,0,1,0,3186,1,0,0,2567,1,2,0,2.3
69,0,1,1,2882,2,0,1,3177,1,0,0,2.8
65,2,0,2,1066,0,0,0,1675,1,1,2,4.0
28,0,1,2,6291,0,1,1,1470,1,1,2,3.9
89,0,1,0,4053,2,1,0,3875,1,2,2,2.3
76,2,0,1,5636,0,1,0,3893,0,0,2,0.8999999999999999
72,1,1,1,3901,2,0,1,2745,1,1,0,2.6999999999999997
49,3,0,0,9878,1,0,0,3544,1,0,2,3.4
72,1,0,0,2465,0,1,0,4067,0,1,2,-0.25
19,0,0,2,8764,1,0,1,1098,1,0,1,3.9
53,0,1,0,7984,2,0,0,4500,1,2,2,3.5
68,4,0,0,8722,1,0,0,1986,0,2,2,0.75
66,2,1,1,2053,2,0,0,3655,1,0,2,3.4
88,1,1,0,8281,2,0,0,4323,0,1,2,0.75
22,0,0,2,2239,1,0,0,4952,1,1,0,3.75
50,3,0,0,2150,2,0,0,2886,1,0,1,2.4
72,3,0,1,2315,2,0,0,3931,1,2,2,3.4
56,2,0,0,4045,2,0,0,2533,0,0,1,0.04999999999999982
55,0,0,2,5517,1,1,1,1966,1,1,1,3.4
85,4,0,2,1308,2,0,0,4716,1,2,1,4.0
86,1,1,0,9128,1,0,1,4461,0,1,2,0.8999999999999999
24,2,1,2,6078,0,1,0,3804,1,0,1,3.65
76,0,0,1,3747,2,1,0,4323,0,1,2,0.6499999999999999
34,1,1,2,6961,0,1,1,3619,0,1,1,0.7999999999999998
40,0,1,2,3041,0,0,0,3273,1,0,0,3.55
49,1,1,2,2533,2,0,1,3487,0,2,2,1.2999999999999998
61,0,1,0,3476,1,1,1,2203,0,0,0,-0.5500000000000003
41,2,1,0,3464,2,0,0,1048,1,2,0,2.4
52,1,0,2,4414,0,0,1,4463,0,2,2,1.7999999999999998
34,1,1,2,7165,1,0,1,4673,0,2,1,1.65
69,0,0,0,8711,1,0,1,1111,0,1,1,0.1499999999999999
86,3,0,0,6530,1,1,0,2063,1,1,1,2.4
73,2,1,0,1519,0,0,0,3474,0,0,0,-0.10000000000000009
73,0,1,1,2400,1,0,0,2666,1,1,1,2.65
84,1,1,2,4469,1,0,1,3562,0,1,2,1.4499999999999997
31,1,0,2,5765,0,1,0,4671,1,2,1,3.5
69,2,0,1,2555,2,0,0,3675,1,0,2,3.4
25,3,0,1,9588,1,0,0,3178,0,0,1,0.8999999999999999
77,1,1,0,6221,2,0,0,4574,0,0,2,0.75
86,1,0,0,4681,1,1,0,1994,0,2,2,-0.6000000000000001
33,1,0,2,1786,0,0,0,3713,0,2,1,0.6499999999999999
60,4,1,1,7573,1,1,1,1546,1,2,1,2.9
67,1,1,0,6670,2,0,0,2325,0,0,1,-0.10000000000000009
71,3,0,0,6096,2,0,0,3653,0,1,0,0.3999999999999999
43,0,0,2,6080,1,1,0,1153,0,0,2,1.25
66,4,0,2,5355,2,1,1,1633,1,2,1,3.65
58,0,0,1,2137,2,1,0,2133,0,1,0,-0.3500000000000001
42,3,0,1,2020,1,1,1,1983,1,0,0,2.4
18,2,0,2,7956,1,0,0,3905,0,0,0,1.65
88,1,0,1,1605,2,0,0,3370,1,1,1,2.4
58,1,1,2,8038,2,1,1,1748,0,0,0,0.6499999999999999
84,2,1,1,3468,0,1,0,1404,0,1,1,-0.10000000000000009
42,4,1,1,7214,0,0,1,4991,1,0,2,4.4
54,3,0,2,1559,2,0,0,1923,1,0,2,4.0
49,4,0,2,1974,1,1,1,1095,0,2,0,0.6499999999999999
46,2,1,1,5007,0,0,0,3844,0,0,1,0.8999999999999999
60,3,0,2,1086,2,0,0,1718,0,0,1,1.0
77,3,0,2,9429,1,0,1,2287,0,2,1,1.7999999999999998
24,4,1,1,8204,1,1,0,3286,0,0,1,0.3999999999999999
56,4,1,0,3767,2,1,0,3783,0,2,2,0.04999999999999982
54,1,1,0,7036,2,1,0,1579,0,2,1,-0.75
62,1,1,2,9077,2,0,0,1831,0,2,1,1.0
52,3,0,1,7999,0,1,0,3097,0,2,1,0.3999999999999999
54,2,0,1,6722,0,1,0,4910,1,1,2,3.75
74,1,0,1,6019,1,1,1,1845,1,0,1,2.4
38,4,0,0,1568,1,1,1,1144,0,0,0,-0.6000000000000001
26,1,0,2,4893,0,0,1,3951,0,1,1,0.9499999999999997
31,3,1,1,4247,2,0,0,4511,0,1,1,0.8999999999999999
87,4,0,1,5683,2,1,0,2301,1,1,1,2.9
47,3,1,2,3733,1,0,0,1579,0,1,1,1.15
62,0,1,2,9131,2,0,0,1461,0,0,1,1.25
61,4,0,2,6361,2,1,1,4402,1,2,0,4.15
59,2,1,1,7124,0,1,0,3836,0,1,0,0.3999999999999999
37,2,1,2,1108,1,1,1,4266,0,2,2,1.65
46,0,1,0,5133,2,1,1,3959,1,1,0,2.3
49,1,1,0,8691,2,0,0,2597,0,2,0,-0.10000000000000009
65,0,1,1,5625,0,0,1,2192,0,1,0,0.7999999999999998
46,0,1,0,3069,2,0,1,3212,0,2,1,-0.050000000000000266
42,0,1,1,5007,2,1,0,1114,0,0,0,0.0
77,2,1,0,4046,1,1,1,3763,1,0,2,2.6999999999999997
74,3,1,2,4735,0,1,0,4207,1,0,1,3.65
20,3,1,1,1500,1,0,1,1610,0,0,0,0.3999999999999999
33,0,0,2,8739,0,0,0,2260,1,1,1,3.9
48,3,0,1,1428,0,0,0,2348,1,1,2,3.4
42,2,0,2,8829,1,0,0,2602,1,2,1,4.15
21,0,0,1,9468,0,0,1,3237,0,2,2,1.2999999999999998
33,2,1,1,2689,2,1,0,4088,1,2,0,2.75
19,0,0,2,7072,1,1,1,4416,1,2,0,3.9
44,1,1,2,5567,0,0,0,4156,0,0,1,1.5
49,4,1,1,7289,2,0,1,4779,0,0,1,1.4
37,2,0,1,4144,0,0,0,4152,1,2,0,3.4
78,4,0,0,8541,2,1,0,3390,1,2,2,2.9
24,3,1,2,5903,1,0,0,2839,1,2,0,4.15
37,2,0,0,1778,1,1,0,4889,1,2,1,2.25
43,1,1,2,6914,1,0,0,1220,1,0,2,4.0
68,1,1,2,2466,0,1,0,2024,0,2,1,0.1499999999999999
68,2,1,2,1959,2,0,0,2840,1,1,2,4.15
29,4,1,0,2189,2,1,0,1614,1,1,1,1.75
35,1,0,2,5094,0,0,0,4430,1,1,1,4.0
22,3,0,0,7775,0,0,0,1309,1,2,2,3.25
51,2,0,1,6911,1,0,1,4540,1,2,2,4.4
71,0,1,0,1722,0,0,1,4933,0,2,0,0.1499999999999999
81,3,0,1,2959,1,1,0,2680,0,0,1,-0.10000000000000009
69,4,0,2,4198,1,0,0,4776,0,0,2,2.15
19,0,0,1,7795,0,1,1,3225,0,0,2,0.7999999999999998
21,4,0,0,8136,0,0,1,1766,1,2,2,3.4
39,3,0,0,5627,2,1,0,2348,0,1,2,0.3999999999999999
83,4,0,1,8728,2,1,0,4125,0,1,1,0.75
23,1,0,2,3852,0,1,0,2724,1,2,1,2.8
62,1,1,1,3985,1,1,0,3375,1,1,1,2.05
53,0,0,2,5406,0,1,1,2681,0,1,1,1.0499999999999998
74,1,0,2,3045,2,0,0,4865,1,1,2,4.15
58,3,0,0,1227,1,1,0,4648,1,2,2,2.75
71,2,0,2,1296,2,0,1,2748,1,1,2,4.3
66,1,0,0,3076,1,0,1,4024,0,2,2,0.5499999999999998
29,3,1,0,1871,2,1,1,4177,0,1,0,-0.10000000000000009
69,2,0,2,5019,0,0,1,1958,1,0,1,4.15
18,3,1,2,9554,1,1,1,4968,1,2,0,4.15
33,3,1,0,2390,1,1,1,2074,1,1,0,2.05
90,4,1,1,2527,1,1,1,3854,0,1,1,0.04999999999999982
60,1,1,1,8081,1,0,1,2468,0,0,1,0.5499999999999998
18,4,1,2,8347,2,1,0,1617,0,0,1,1.0
24,4,1,0,7937,2,0,1,4225,1,0,2,3.9
80,3,1,1,9712,1,1,0,2216,1,2,1,2.9
88,0,0,2,1333,1,0,0,2717,1,1,1,3.4
73,4,1,2,5914,0,1,0,3779,0,2,0,1.15
35,1,0,2,6730,2,1,1,4140,1,0,0,3.65
59,0,0,0,1446,2,1,0,3707,0,1,0,-0.8500000000000001
35,0,1,1,7986,0,0,1,1329,1,1,2,3.65
84,1,0,2,3115,0,0,0,3255,1,2,2,3.8
19,0,1,2,9859,0,0,0,2502,1,0,2,4.4
75,1,1,2,5030,2,1,0,4032,1,0,1,3.5
89,4,0,1,3218,0,0,0,2035,1,1,2,3.55
68,1,1,0,7757,2,0,0,2576,1,2,0,2.4
80,0,0,2,6361,1,0,0,1446,1,1,0,3.75
51,0,1,0,7759,1,0,0,3408,0,2,0,0.1499999999999999
75,2,1,2,2123,1,0,0,3297,0,2,1,1.15
32,4,1,0,7976,1,1,1,4187,0,0,1,0.3999999999999999
50,3,0,1,2010,1,0,0,3628,1,1,2,3.4
54,2,0,1,7637,1,0,0,4537,0,2,1,1.25
41,4,0,0,6046,1,1,0,3870,1,0,1,2.4
33,4,1,0,9551,2,1,0,1095,1,0,2,2.75
57,2,1,0,8799,2,1,1,3673,0,1,0,0.04999999999999982
85,1,0,1,9717,0,0,0,1783,1,1,1,2.75
70,4,1,0,9222,0,0,1,1803,1,1,2,3.4
